elevation,slope,rainfall_3day,distance_river,clay_percent,land_cover,population,flooded
1474.5,1.9,26.9,600,51.9,50,1449,0
1588.9,1.79,19.7,20,48.0,10,70,0
1270.1,4.95,21.7,6000,53.9,80,88,0
1303.7,4.29,25.8,600,26.9,80,60,0
1276.6,13.54,70.4,600,52.0,10,94,0
1380.4,5.39,14.0,2033,33.9,40,258,0
1457.7,3.51,120.1,1201,59.2,40,362,0
1124.3,3.11,50.0,964,24.0,40,372,1
1472.7,2.97,56.2,3497,59.4,40,426,0
1478.8,4.7,26.1,2018,39.7,40,355,0
1329.0,1.8,55.9,1105,31.9,30,0,0
1340.9,1.02,47.4,1515,54.6,10,63,0
1475.4,0.91,29.0,928,44.4,30,29,0
1144.9,1.49,155.0,169,23.2,40,192,1
1338.3,0.5,25.1,2473,28.9,30,107,0
1159.3,0.81,31.8,1819,34.5,40,332,0
1236.7,3.32,19.4,896,53.8,40,454,0
1250.0,0.5,3.7,2508,56.3,40,481,0
1301.9,2.11,24.5,2681,25.8,50,1339,0
1375.6,5.24,21.6,1512,55.8,30,95,0
1128.1,0.5,46.7,90,43.8,20,31,1
1304.0,1.69,47.3,131,30.2,90,36,1
1250.0,6.25,75.8,1509,25.0,40,293,0
1140.0,8.17,23.4,600,33.5,20,157,0
1542.1,0.86,76.7,188,49.0,20,162,0
1177.6,2.31,79.2,23,28.3,50,1609,1
1100.0,8.96,65.8,178,19.6,40,391,1
1531.7,4.94,17.0,600,15.7,10,77,0
1193.5,13.64,45.8,600,23.8,50,1404,0
1217.2,7.83,90.0,142,41.0,40,662,0
1161.3,1.99,43.3,936,31.2,90,35,1
1377.9,1.8,23.1,983,57.8,30,144,0
1449.7,0.74,134.3,600,19.2,40,340,1
1343.1,7.41,50.0,600,51.2,20,63,0
1158.8,1.84,3.1,6000,22.4,40,503,0
1167.9,4.76,155.0,800,27.9,20,74,1
1391.2,0.48,2.4,1963,41.0,30,167,0
1492.1,1.03,26.7,3496,50.1,30,20,0
1597.2,5.85,155.0,2385,37.5,30,73,0
1134.5,2.32,131.0,1233,37.4,90,22,1
1546.6,12.1,8.4,600,51.7,10,17,0
1525.7,0.37,47.3,2095,53.0,40,314,0
1433.7,2.02,15.9,276,15.0,40,372,0
1447.5,0.91,107.1,34,48.1,40,390,1
1662.6,3.2,49.3,100,40.4,40,526,0
1353.6,15.5,63.5,1090,41.3,40,136,0
1421.2,0.05,29.0,125,35.0,90,101,0
1341.4,14.71,56.3,101,31.7,40,273,0
1194.1,0.5,3.1,680,22.5,40,286,0
1384.1,9.84,37.5,20,32.5,40,248,0
1388.8,2.13,16.4,600,36.4,40,415,0
1100.0,2.03,27.5,4471,37.5,40,56,0
1415.3,0.53,7.8,20,18.9,30,60,0
1365.1,22.0,14.6,4202,47.7,30,47,0
1443.1,2.58,39.3,486,39.6,30,33,0
1304.6,4.38,22.8,205,20.7,30,113,0
1425.7,1.09,88.1,800,35.1,40,301,1
1280.9,1.02,155.0,1189,27.3,30,74,1
1250.0,8.8,102.3,600,27.9,40,500,1
1250.0,0.3,24.9,1620,32.8,80,141,1
1461.3,0.94,136.6,600,64.5,40,349,1
1191.1,3.63,72.6,600,20.4,30,77,1
1301.3,2.46,48.0,600,20.7,30,99,0
1515.2,0.83,32.5,600,26.9,50,957,0
1450.6,2.89,12.9,299,63.6,80,102,0
1390.4,0.27,6.5,600,28.9,50,1367,0
1401.5,9.66,50.0,914,48.8,30,28,0
1588.3,5.17,145.2,3091,18.9,30,28,0
1409.4,3.06,15.1,1201,31.7,90,41,0
1181.1,2.73,50.5,799,30.3,30,101,0
1440.7,0.5,10.5,424,40.6,20,67,0
1171.8,6.4,19.4,710,53.7,30,79,0
1131.0,0.17,22.9,1768,15.0,90,135,1
1440.1,0.22,52.1,86,64.1,40,303,0
1584.2,5.7,77.5,2972,41.3,80,54,0
1520.6,4.18,84.9,1502,46.7,10,41,0
1334.9,5.33,10.0,600,34.8,40,492,0
1460.4,0.87,57.9,20,28.7,10,41,0
1507.9,0.76,9.2,1315,30.4,20,130,0
1242.7,0.89,25.8,600,39.1,40,420,0
1334.4,1.19,86.5,283,20.4,40,192,1
1157.2,10.81,23.0,1690,40.6,40,108,0
1502.4,11.72,0.9,2754,30.4,90,105,0
1167.6,1.12,78.0,600,46.6,10,125,1
1486.3,0.52,5.9,2869,29.0,20,75,0
1415.7,5.4,4.7,82,29.8,40,371,0
1533.1,3.46,63.6,600,34.2,50,482,0
1489.1,0.54,40.0,36,61.7,40,127,0
1365.6,4.08,13.3,3313,34.1,40,285,0
1193.1,1.66,16.4,359,21.1,40,463,1
1114.2,1.81,49.1,434,35.0,30,102,1
1420.2,4.13,105.5,600,25.4,10,64,0
1180.6,0.61,58.2,600,29.8,40,424,1
1645.7,2.52,43.8,734,29.6,40,561,0
1173.3,5.16,10.7,1264,26.2,40,299,0
1250.0,1.67,20.7,600,39.8,40,439,0
1492.8,3.9,72.9,600,30.9,40,420,0
1568.1,15.9,6.9,424,20.0,40,293,0
1171.8,7.55,0.8,149,34.6,50,1293,0
1250.0,6.94,28.7,600,22.7,40,548,0
1234.6,22.0,32.5,600,22.0,10,154,0
1194.2,4.49,58.5,728,42.3,40,317,1
1540.6,1.36,16.4,1988,30.9,40,496,0
1345.5,3.05,35.6,41,48.0,40,417,0
1473.4,0.46,80.7,694,58.0,50,1059,0
1316.9,2.43,71.1,25,41.8,30,139,0
1710.4,1.21,90.0,67,34.5,40,301,0
1110.5,6.33,31.6,5820,27.1,40,539,0
1606.1,7.21,29.8,205,20.9,30,127,0
1543.9,1.78,62.4,600,32.1,40,303,0
1475.4,1.87,18.0,1219,32.2,40,301,0
1535.5,4.38,10.1,3840,31.9,40,432,0
1417.7,1.54,19.8,600,32.0,40,391,0
1100.0,0.55,63.0,600,39.6,30,50,1
1127.7,0.37,10.0,2611,43.3,40,91,0
1398.8,0.55,112.9,600,37.1,40,321,1
1503.4,0.36,12.9,855,17.9,40,447,0
1135.7,2.73,21.7,673,51.7,40,67,1
1221.1,0.17,3.0,2587,33.6,40,156,0
1515.7,0.5,36.3,1440,26.1,10,81,0
1294.5,1.85,90.0,479,22.4,50,1443,0
1315.4,0.1,18.5,2282,19.6,40,238,0
1250.0,2.5,6.5,251,50.0,40,206,0
1435.2,3.55,97.0,238,43.5,20,88,0
1366.4,7.27,3.3,336,35.5,40,201,0
1188.8,0.62,90.0,20,34.8,10,83,1
1440.1,0.96,13.6,2763,44.9,80,70,0
1145.1,0.61,21.4,2443,26.9,50,1312,0
1327.8,7.85,61.9,600,38.5,20,89,0
1365.1,4.46,18.1,600,27.7,40,296,0
1467.4,1.97,35.6,97,54.3,40,409,0
1283.5,22.0,29.4,49,33.5,40,397,0
1340.7,3.13,59.8,765,50.0,40,451,0
1250.0,0.91,26.3,800,54.4,90,123,1
1451.3,7.19,142.0,20,33.7,30,96,1
1431.8,0.5,64.8,1554,44.3,20,100,0
1212.1,0.05,24.0,171,36.7,40,424,0
1100.0,1.28,26.4,92,41.8,40,193,1
1145.2,17.25,7.9,1447,49.8,30,101,0
1633.9,0.48,59.3,67,43.5,30,56,0
1529.1,3.74,84.4,1557,50.5,40,340,0
1250.0,1.34,18.8,335,50.7,40,465,0
1250.0,4.13,127.0,2443,22.7,30,73,1
1156.2,2.08,1.7,694,31.6,50,1892,0
1592.2,0.6,46.2,474,16.8,20,92,0
1159.2,1.05,52.9,578,65.0,10,102,1
1163.4,1.62,84.1,389,25.0,30,64,1
1345.9,0.02,12.8,600,36.2,50,860,0
1522.3,1.14,2.2,2140,41.1,40,127,0
1698.2,22.0,40.8,600,27.5,30,30,0
1452.1,0.38,0.8,250,60.9,20,109,0
1408.6,0.58,90.0,1098,23.2,40,251,0
1583.3,4.42,66.2,800,24.8,40,392,0
1154.5,2.15,20.6,600,23.0,90,102,0
1177.7,13.42,28.0,3842,15.0,40,508,0
1174.0,0.89,8.2,1469,30.2,10,1,0
1497.1,0.5,74.6,54,46.7,40,288,0
1163.9,1.25,18.7,168,43.1,30,82,0
1174.8,6.22,20.2,290,25.3,90,0,1
1119.3,5.6,67.5,856,35.0,10,89,1
1369.6,2.97,5.3,757,52.3,30,48,0
1250.0,0.03,56.6,20,30.1,40,417,1
1649.0,1.11,36.4,20,40.2,10,91,0
1192.4,0.19,82.6,1025,45.3,30,57,1
1207.8,4.31,71.7,459,41.5,40,497,1
1250.0,0.5,90.0,217,45.7,40,369,1
1254.5,3.78,25.1,48,25.8,40,326,0
1159.6,0.85,12.3,263,24.5,50,1231,0
1250.0,0.3,108.7,600,58.8,40,196,1
1421.8,5.06,19.0,149,31.6,80,89,0
1222.5,3.86,45.0,213,43.5,20,86,0
1193.6,0.5,31.9,795,18.4,30,140,0
1164.1,1.73,24.6,1686,51.2,40,303,0
1220.7,1.55,35.9,198,38.5,30,52,0
1277.2,0.13,19.0,600,49.5,30,36,0
1214.4,1.01,33.8,3600,51.0,50,1564,0
1167.5,0.72,73.6,31,38.2,40,86,1
1673.3,4.7,42.1,600,22.2,30,36,0
1152.0,10.84,155.0,631,21.3,40,340,1
1249.5,0.16,39.4,2222,41.6,10,26,0
1100.0,0.79,96.5,43,27.5,40,301,1
1337.5,1.36,115.8,600,57.9,10,107,1
1692.8,0.5,59.2,600,57.5,20,115,0
1190.9,0.87,97.4,85,34.5,10,61,1
1230.0,2.29,31.2,1031,22.9,50,1724,0
1325.9,22.0,18.2,847,25.5,10,47,0
1551.3,0.5,8.2,126,64.4,40,363,0
1342.1,0.45,5.0,141,65.0,30,26,0
1205.7,0.5,9.1,3042,52.3,30,125,0
1155.9,0.84,30.6,134,55.4,40,513,1
1378.8,9.91,86.3,254,28.9,40,358,0
1529.8,0.14,34.0,34,40.6,40,400,0
1443.5,0.81,135.4,129,38.9,80,39,1
1122.1,2.19,4.1,1075,23.9,30,105,0
1250.0,11.21,3.2,600,35.0,10,22,0
1182.5,0.55,86.7,260,55.6,50,1336,1
1408.9,3.03,40.4,600,19.4,90,123,0
1386.3,3.38,6.7,79,47.8,40,392,0
1757.6,0.5,6.8,1308,22.9,40,392,0
1239.8,2.05,37.2,65,49.3,20,89,0
1451.4,4.25,90.0,600,31.3,40,439,0
1467.3,0.13,59.3,600,51.7,30,32,0
1226.6,2.63,129.8,600,23.4,90,90,1
1565.4,0.62,23.6,600,53.8,20,100,0
1202.2,3.13,31.5,911,46.4,30,67,0
1163.5,3.1,52.9,959,46.3,40,315,1
1365.8,3.23,72.8,380,35.7,30,110,0
1318.0,0.5,24.7,185,24.8,40,227,0
1218.4,3.06,4.6,72,65.0,90,118,1
1244.4,0.02,6.2,600,27.9,40,184,0
1250.0,13.57,29.7,22,32.8,80,54,0
1250.0,1.46,72.0,1030,49.0,10,23,1
1222.5,2.06,90.0,162,20.6,10,96,1
1195.3,6.1,13.2,600,25.1,80,64,1
1179.7,13.08,10.6,1121,23.9,20,120,0
1238.8,2.57,29.1,1092,15.0,40,255,0
1177.6,0.26,25.9,38,44.0,40,641,1
1646.4,6.02,9.7,6000,37.7,40,373,0
1454.5,1.3,93.7,600,21.6,40,473,0
1649.7,3.79,134.8,600,48.0,40,192,0
1172.9,0.89,4.3,616,53.3,80,76,1
1250.0,2.94,44.5,768,63.6,30,3,0
1375.9,1.06,15.0,2011,52.5,40,329,0
1499.1,0.93,16.7,607,27.4,30,81,0
1275.5,0.64,15.0,600,25.7,40,475,0
1664.7,0.46,20.5,600,30.3,20,75,0
1169.5,0.44,133.3,165,47.3,40,364,1
1181.3,3.42,23.8,30,26.0,20,67,0
1409.4,8.9,60.6,2577,43.9,30,124,0
1207.1,11.76,90.0,1201,57.3,40,474,0
1501.7,0.52,90.0,1822,31.6,30,92,0
1582.8,1.92,54.5,600,54.4,40,367,0
1577.6,6.91,13.9,1375,37.1,40,381,0
1170.4,0.99,92.6,600,63.9,10,74,1
1180.5,0.34,8.1,600,33.7,30,128,0
1139.8,1.14,4.5,600,36.2,50,408,0
1395.4,1.76,35.6,1170,44.5,90,42,0
1471.8,0.51,50.8,28,59.5,30,21,0
1120.0,0.5,119.5,296,44.6,10,31,1
1196.6,0.41,39.1,307,25.3,20,66,0
1310.3,2.14,148.5,284,27.7,40,434,1
1258.1,1.22,2.5,56,44.7,40,375,0
1198.9,2.76,4.5,1782,43.5,30,105,0
1172.7,1.73,64.3,600,28.3,30,79,1
1424.2,1.5,60.9,488,47.2,40,176,0
1408.4,0.02,84.8,198,15.0,40,510,0
1301.7,1.18,13.8,473,32.0,40,404,0
1181.6,0.84,52.9,600,65.0,30,20,1
1522.5,0.71,65.5,310,43.6,40,372,0
1177.0,0.5,5.5,127,19.3,40,508,0
1478.8,0.96,1.9,43,46.7,40,385,0
1444.6,0.5,59.6,355,32.9,40,262,0
1346.4,1.06,7.9,465,26.9,40,197,0
1242.0,21.89,57.5,800,22.6,40,646,0
1361.5,22.0,120.4,206,46.5,30,87,0
1148.3,2.15,21.1,600,30.3,90,81,1
1169.7,1.74,31.4,1194,36.3,50,2212,0
1593.5,2.0,33.0,600,52.5,40,475,0
1256.0,1.09,70.9,331,39.6,10,75,0
1387.7,4.91,5.6,600,60.7,20,41,0
1195.7,9.68,93.6,197,35.8,50,1046,1
1490.0,5.0,10.9,686,50.0,80,100,0
1623.5,0.21,3.4,600,31.9,20,116,0
1189.2,0.35,13.8,600,43.4,40,279,1
1687.6,3.28,55.8,6000,42.3,40,306,0
1584.0,5.85,16.9,1773,61.6,30,69,0
1219.1,2.59,62.9,600,17.0,40,143,0
1143.3,0.53,136.3,1238,54.3,40,260,1
1412.7,3.87,48.4,128,28.3,10,129,0
1100.0,4.06,50.0,512,65.0,20,158,1
1494.3,0.26,20.9,600,37.5,10,46,0
1163.4,1.19,66.7,600,50.0,50,964,1
1479.9,2.52,43.1,20,35.0,40,210,0
1623.1,3.18,38.6,439,24.8,40,468,0
1123.0,5.92,28.3,670,37.3,40,251,0
1347.9,1.17,54.9,171,51.9,90,117,1
1553.4,11.12,44.0,20,32.9,20,58,0
1541.7,12.05,21.6,600,28.9,20,102,0
1469.0,0.16,19.8,600,20.6,30,131,0
1169.5,0.79,28.8,5227,26.7,50,1332,0
1423.5,0.75,13.3,198,57.3,40,359,0
1457.2,0.6,14.7,276,42.0,40,96,0
1125.0,0.08,12.9,6000,58.9,30,65,0
1250.0,7.55,12.8,33,23.8,40,403,0
1154.3,0.23,31.8,618,28.8,20,0,1
1311.8,1.28,155.0,297,44.7,40,376,1
1400.1,1.34,13.5,600,31.7,30,140,0
1467.6,1.12,42.2,2862,40.5,40,373,0
1100.0,19.67,20.5,42,48.7,40,189,1
1534.8,9.01,34.6,111,28.2,80,112,0
1132.7,0.97,60.4,464,33.6,30,113,1
1263.3,2.18,10.3,1272,24.3,40,274,0
1421.1,0.5,4.9,2950,45.4,50,292,0
1128.5,15.35,40.3,1106,48.3,20,39,0
1568.8,0.68,36.3,354,44.7,40,205,0
1580.5,3.48,69.5,224,62.6,40,316,0
1100.0,6.06,48.9,1054,48.1,30,77,0
1120.1,2.7,24.9,2186,33.7,10,125,0
1250.0,0.5,60.9,2910,15.0,30,44,0
1554.1,11.63,52.7,600,37.2,40,414,0
1154.9,4.36,3.1,58,44.8,20,31,0
1497.2,0.77,10.0,293,50.6,30,40,0
1250.0,4.36,150.6,20,38.3,40,366,1
1378.8,5.29,2.8,1700,57.8,30,145,0
1168.4,1.76,5.5,2711,52.4,10,81,0
1492.6,0.83,25.1,715,46.4,30,186,0
1431.5,0.59,65.7,251,27.4,90,118,1
1154.1,7.38,23.8,800,31.0,30,119,0
1257.4,3.71,21.8,106,23.7,30,36,0
1378.1,1.0,44.3,600,50.1,20,74,0
1244.8,8.27,116.0,215,56.2,30,34,1
1170.3,0.86,106.3,600,29.0,40,324,1
1217.6,1.98,27.6,126,41.9,90,62,1
1593.5,0.09,1.1,2002,21.2,40,427,0
1466.3,1.7,15.1,4547,36.7,40,339,0
1186.6,1.41,16.2,388,36.7,30,70,0
1254.2,0.71,36.2,319,37.4,10,114,0
1143.2,0.34,38.3,3285,62.6,10,21,0
1290.6,2.55,14.5,2872,31.1,40,81,0
1154.5,1.92,59.7,169,42.0,40,194,1
1250.0,5.64,90.8,3723,30.0,10,90,0
1414.7,3.31,40.0,340,62.1,30,115,0
1218.5,9.34,67.7,2281,44.4,30,22,0
1266.4,7.93,92.8,1124,41.1,40,437,0
1173.9,0.41,66.1,218,27.1,40,272,1
1563.0,0.5,24.9,20,34.5,40,257,0
1250.0,2.38,1.1,4153,33.1,40,296,0
1303.5,0.85,15.3,195,36.3,10,133,0
1250.0,0.49,41.1,4465,42.2,90,82,0
1127.9,11.52,16.7,96,28.5,20,91,0
1250.0,2.15,42.3,41,50.0,30,85,0
1518.1,1.75,2.0,1133,33.3,40,164,0
1116.4,6.24,46.1,3158,64.6,20,70,0
1496.8,0.01,5.6,3099,57.2,40,470,0
1356.3,3.31,34.3,600,26.4,50,1598,0
1515.1,1.25,24.2,364,42.3,40,376,0
1504.5,21.37,71.3,547,47.0,30,101,0
1505.4,2.22,7.4,1247,27.2,40,147,0
1268.0,7.73,99.5,289,16.3,40,325,0
1537.5,0.5,3.0,2460,27.4,40,417,0
1501.5,7.62,50.1,600,49.7,40,445,0
1218.6,0.27,97.0,600,33.4,90,154,1
1549.7,2.45,6.9,83,31.9,90,136,0
1100.0,0.45,24.2,600,19.8,40,508,1
1373.2,4.0,1.1,68,31.5,10,123,0
1563.8,1.18,41.4,1276,22.5,40,211,0
1530.9,1.99,112.5,347,21.1,30,61,0
1723.8,3.15,155.0,2656,49.9,40,147,0
1152.5,13.71,43.9,4047,31.5,30,54,0
1522.8,2.24,35.9,307,15.0,40,493,0
1368.2,1.32,7.3,600,26.9,30,51,0
1212.2,2.72,32.5,52,50.0,80,0,1
1413.3,0.46,90.0,1726,32.9,20,73,0
1250.0,4.5,1.0,136,37.4,10,41,0
1569.6,0.32,60.3,388,43.3,40,251,0
1420.2,1.15,15.4,98,33.4,40,210,0
1329.5,2.16,42.9,600,50.2,40,347,0
1366.0,2.15,55.7,190,17.5,80,81,1
1373.1,21.31,37.1,20,26.4,40,445,0
1155.9,0.62,155.0,21,42.5,40,320,1
1611.9,18.13,50.0,600,28.0,10,30,0
1475.1,1.15,8.3,600,30.2,40,575,0
1404.4,0.4,12.3,619,29.7,30,52,0
1494.9,5.6,62.5,3158,22.8,40,313,0
1460.7,1.29,0.5,600,65.0,40,410,0
1503.8,3.85,40.0,1448,33.3,40,230,0
1250.0,5.69,10.0,291,49.9,90,45,0
1263.2,1.7,10.3,3843,35.2,40,442,0
1402.0,0.78,129.8,719,16.9,40,472,0
1558.0,0.5,12.2,24,43.9,40,273,0
1362.3,10.36,4.3,469,18.7,40,470,0
1395.1,3.38,14.3,589,43.2,10,75,0
1155.1,11.33,3.2,729,40.9,10,57,0
1455.4,2.64,126.9,28,34.2,10,84,1
1180.4,11.16,35.8,85,29.9,90,138,1
1456.5,2.47,64.0,178,37.4,30,116,0
1577.1,0.11,70.4,622,26.2,40,269,0
1250.0,8.78,16.9,30,50.6,40,437,0
1365.8,0.14,50.0,1752,44.4,40,232,0
1309.1,4.84,90.0,4361,45.5,40,450,0
1418.9,7.31,38.3,800,55.4,30,45,0
1546.1,1.26,46.5,600,20.2,50,1381,0
1585.2,0.8,40.4,204,65.0,80,108,1
1419.7,2.43,8.1,20,41.0,40,244,0
1447.0,5.0,3.2,106,37.4,50,1672,0
1127.4,0.66,84.3,600,58.2,10,53,1
1110.1,1.36,53.2,246,28.0,10,60,1
1404.1,14.37,18.9,600,50.0,40,253,0
1250.0,5.27,37.6,113,38.4,40,437,0
1212.6,19.42,55.6,600,37.7,30,140,0
1547.9,11.91,9.0,798,34.5,40,65,0
1158.4,0.87,49.6,975,61.5,10,118,1
1104.2,2.49,14.6,600,57.2,90,128,1
1297.6,0.14,18.0,2621,22.9,40,593,0
1168.7,5.93,24.3,1183,30.6,30,68,0
1478.5,9.02,4.0,221,51.3,90,69,0
1132.7,2.82,41.6,1119,42.6,10,67,1
1250.0,22.0,10.2,826,60.4,40,475,0
1284.9,0.93,17.3,92,19.2,10,54,0
1644.6,1.52,9.1,20,17.7,30,128,0
1393.3,6.96,30.4,4348,20.5,30,120,0
1477.2,15.96,89.8,180,31.0,30,70,0
1709.5,0.12,155.0,1943,23.1,80,52,1
1555.7,0.5,31.6,1780,50.9,40,298,0
1614.9,5.96,25.9,318,32.3,30,61,0
1428.4,7.7,11.2,20,37.9,40,563,0
1166.0,0.23,37.4,1283,50.6,40,383,1
1194.6,3.06,22.9,809,55.6,90,113,1
1173.1,5.42,77.0,726,23.9,40,415,1
1315.5,0.17,90.0,249,59.7,40,425,1
1579.6,1.99,4.3,883,48.9,30,104,0
1466.6,5.68,8.7,852,39.5,20,178,0
1491.2,1.88,47.1,2008,44.9,40,169,0
1250.0,4.54,97.1,77,18.3,40,273,1
1355.0,3.34,25.9,3772,15.0,40,232,0
1250.0,1.64,10.0,1358,44.8,40,334,0
1100.0,1.56,49.2,212,57.1,40,298,1
1212.2,0.95,61.0,145,33.4,90,58,1
1155.6,7.78,22.4,1930,32.2,90,44,0
1250.0,2.53,1.3,600,22.9,40,341,0
1445.9,3.02,9.3,3739,45.2,40,218,0
1314.1,1.85,6.1,361,45.1,40,624,0
1659.7,22.0,90.0,20,52.9,30,111,0
1135.2,4.35,90.0,600,19.2,90,95,1
1451.8,4.53,39.9,1876,24.0,10,88,0
1544.6,1.42,81.2,3664,54.2,40,509,0
1508.1,5.2,49.0,1835,28.4,20,100,0
1335.3,9.68,9.6,304,41.7,40,419,0
1457.4,1.42,40.1,600,23.4,20,86,0
1568.1,2.23,104.0,624,26.9,50,1218,0
1554.2,2.99,36.9,2480,47.9,30,133,0
1493.0,4.04,36.2,233,15.0,80,63,0
1469.8,2.75,90.0,170,32.7,90,95,1
1497.8,0.73,155.0,6000,41.2,40,337,0
1183.4,0.72,9.9,3334,19.7,40,299,0
1386.0,0.73,154.9,33,62.1,20,111,1
1187.4,3.7,49.1,149,27.4,80,111,1
1484.4,15.53,19.9,149,52.9,40,453,0
1154.8,0.31,70.1,104,28.7,30,166,1
1441.3,0.56,69.4,162,33.5,40,394,0
1210.3,0.54,60.6,125,26.2,10,146,0
1511.2,0.9,36.6,1146,35.8,40,423,0
1451.8,0.89,44.0,225,23.1,20,73,0
1540.7,0.31,32.6,647,26.4,40,287,0
1362.5,0.42,33.3,1203,50.0,40,393,0
1496.6,4.3,155.0,233,24.1,30,78,1
1406.1,2.19,30.9,1107,27.9,80,36,0
1355.6,0.57,2.7,2518,30.1,40,357,0
1465.7,3.13,50.0,20,55.6,40,589,0
1351.2,2.83,90.9,566,48.3,80,109,1
1622.8,1.17,42.6,1356,30.0,50,631,0
1100.0,22.0,4.8,2197,19.6,40,276,0
1451.2,9.73,4.0,255,57.8,20,165,0
1100.0,1.63,23.1,427,27.6,40,200,1
1492.0,0.17,90.0,600,35.0,50,1195,0
1173.3,0.22,22.8,600,23.6,40,450,0
1325.1,1.17,20.5,2252,20.6,40,379,0
1496.8,1.86,31.0,1258,51.4,90,118,0
1250.0,1.13,36.8,20,27.8,10,77,0
1293.9,3.53,33.0,705,56.2,10,0,0
1181.7,5.01,93.1,1095,26.6,50,1085,1
1409.4,8.31,111.3,22,52.5,10,20,1
1493.0,1.9,39.4,1400,50.7,30,64,0
1215.3,10.67,155.0,1392,48.0,80,58,1
1111.4,1.12,90.0,600,22.6,40,295,1
1226.4,5.34,32.4,1356,46.2,40,221,0
1484.8,13.48,7.4,349,44.0,40,511,0
1337.5,2.69,18.8,1094,38.5,30,54,0
1120.4,0.31,6.3,600,25.9,40,302,1
1250.0,1.89,37.2,175,38.3,40,312,0
1125.5,4.77,140.6,206,26.8,30,90,1
1416.6,8.77,40.0,860,62.3,40,331,0
1356.8,0.5,40.3,600,21.4,30,40,0
1417.4,1.3,67.8,85,21.0,10,45,0
1346.0,2.77,61.5,1154,47.0,30,147,0
1174.0,0.5,56.5,917,33.2,40,148,1
1153.5,2.8,60.0,2209,46.9,50,1301,0
1365.7,0.64,1.8,23,50.7,40,417,0
1458.7,3.12,5.8,280,49.5,10,60,0
1160.0,3.43,10.0,428,24.9,20,70,0
1412.1,0.21,38.7,1611,23.3,40,355,0
1465.2,1.1,22.4,405,59.6,20,0,0
1281.7,0.27,121.6,6000,26.2,10,41,0
1341.3,4.17,17.3,600,49.2,40,51,0
1132.9,3.82,4.2,3541,32.9,40,512,0
1362.2,0.84,130.9,600,52.9,50,1546,1
1166.7,2.89,22.0,1129,48.2,40,367,0
1240.1,2.01,20.8,1473,25.7,30,112,0
1216.3,0.16,55.2,758,30.1,40,389,0
1609.2,0.4,43.5,411,30.5,40,293,0
1555.1,5.37,56.8,752,55.6,10,0,0
1110.6,6.07,61.4,62,25.5,40,226,1
1603.4,2.04,0.6,600,55.9,10,62,0
1272.3,3.61,30.3,124,48.8,10,15,0
1453.8,18.5,49.0,889,65.0,10,120,0
1167.7,1.77,17.2,137,22.6,90,108,1
1250.0,0.91,29.6,600,65.0,40,418,0
1488.3,2.49,11.7,1160,26.6,40,172,0
1561.0,5.56,104.1,1616,46.7,30,40,0
1510.2,2.73,125.1,44,33.1,10,128,0
1171.1,0.61,23.0,2409,29.8,40,331,0
1250.0,0.85,145.7,4136,46.0,40,450,0
1408.0,0.05,10.0,519,56.7,40,426,0
1517.8,0.45,53.1,491,39.5,10,76,0
1367.8,1.1,40.1,954,41.2,40,123,0
1474.7,11.48,154.8,124,30.2,90,26,1
1250.0,1.51,59.5,600,55.6,20,88,0
1522.5,0.2,22.5,1037,41.7,40,283,0
1355.2,2.72,28.8,35,35.2,30,66,0
1375.1,7.82,69.5,464,45.6,20,16,0
1178.8,0.89,5.2,480,28.5,40,385,0
1191.5,1.31,1.6,447,48.7,40,370,0
1623.3,0.01,25.4,625,33.3,40,417,0
1164.1,1.36,49.5,1097,39.0,30,124,0
1648.9,16.75,71.1,600,34.2,40,577,0
1129.7,1.56,59.5,1622,27.9,10,60,0
1575.8,1.94,85.1,600,23.5,20,114,0
1503.6,11.94,5.0,2281,40.6,50,1428,0
1651.9,9.32,28.0,600,15.0,40,435,0
1523.9,4.48,80.3,132,15.0,40,100,0
1517.5,1.35,99.1,58,60.9,40,336,0
1250.0,0.9,45.3,225,56.9,30,32,0
1463.6,1.41,9.6,30,62.6,80,79,0
1497.4,0.47,3.6,162,46.3,40,283,0
1359.9,0.53,82.0,600,27.0,30,81,0
1326.2,2.27,6.4,664,50.1,30,68,0
1344.5,2.44,28.5,524,34.9,10,112,0
1554.1,0.74,28.9,385,48.0,30,91,0
1348.2,12.05,39.1,38,36.0,20,120,0
1183.4,0.44,72.1,292,27.1,20,103,1
1134.9,1.19,73.9,110,57.9,10,52,1
1392.4,0.77,24.9,1144,39.1,30,107,0
1135.6,1.08,1.7,600,39.2,10,118,0
1509.2,0.03,53.5,923,21.0,10,136,0
1497.5,12.3,16.1,3241,49.9,20,59,0
1210.6,0.33,1.3,2286,47.1,30,65,0
1294.7,0.5,37.5,600,42.8,40,284,0
1361.9,1.75,90.0,2350,65.0,40,287,0
1162.7,1.14,1.6,369,28.1,30,60,0
1474.4,1.93,122.7,600,64.2,20,53,1
1130.7,1.79,11.4,600,59.7,80,63,1
1250.0,1.42,35.6,53,42.4,40,312,0
1163.8,1.26,39.1,1172,27.3,40,66,0
1154.6,0.04,11.0,305,43.8,40,592,1
1265.7,0.5,90.0,600,34.0,30,11,0
1180.8,0.5,155.0,98,35.0,40,469,1
1250.0,2.91,16.8,118,22.0,40,445,0
1378.5,3.32,155.0,600,24.6,30,43,1
1250.0,1.79,63.6,230,28.7,40,64,0
1561.0,2.49,67.8,3193,31.6,40,283,0
